t,fx,fy,x,y,x_dot,y_dot,wx,wy
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.001000,0.001305,0.000872,-0.000008,-0.000010,0.000001,0.000001,-0.001000,-0.000000
0.002000,0.320094,0.001116,-0.000012,-0.000015,0.000321,0.000002,-0.002000,-0.000000
0.003000,0.625497,0.001892,-0.000006,-0.000026,0.000947,0.000004,-0.003000,-0.000000
0.004000,0.923435,0.000690,-0.000023,-0.000014,0.001870,0.000005,-0.004000,-0.000000
0.005000,1.204549,0.000823,-0.000002,-0.000017,0.003075,0.000005,-0.005000,-0.000000
0.006000,1.480577,0.000048,-0.000015,-0.000010,0.004555,0.000005,-0.006000,-0.000000
0.007000,1.743145,0.000338,-0.000006,-0.000015,0.006299,0.000006,-0.007000,-0.000000
0.008000,1.997806,0.000330,-0.000008,-0.000016,0.008296,0.000006,-0.008000,-0.000000
0.009000,2.240276,0.000158,0.000008,-0.000016,0.010537,0.000006,-0.009000,-0.000000
0.010000,2.478069,-0.001332,-0.000003,0.000000,0.013015,0.000005,-0.010000,-0.000000
0.011000,2.705162,-0.000521,-0.000002,-0.000010,0.015720,0.000004,-0.011000,-0.000000
0.012000,2.924506,-0.000262,-0.000003,-0.000015,0.018644,0.000004,-0.012000,-0.000000
0.013000,3.133532,-0.001273,0.000009,-0.000004,0.021778,0.000003,-0.013000,-0.000000
0.014000,3.335352,-0.000376,0.000019,-0.000015,0.025113,0.000003,-0.014000,-0.000000
0.015000,3.529332,0.000018,0.000032,-0.000021,0.028643,0.000003,-0.015000,-0.000000
0.016000,3.714687,-0.001006,0.000054,-0.000011,0.032357,0.000002,-0.016000,-0.000000
0.017000,3.894655,-0.000161,0.000067,-0.000022,0.036252,0.000001,-0.017000,-0.000000
0.018000,4.066613,-0.000718,0.000090,-0.000016,0.040319,0.000001,-0.018000,-0.000000
0.019000,4.232221,-0.000810,0.000112,-0.000016,0.044551,-0.000000,-0.019000,-0.000000
0.020000,4.391237,-0.000916,0.000138,-0.000016,0.048942,-0.000001,-0.020000,-0.000000
0.021000,4.543338,-0.001140,0.000171,-0.000014,0.053485,-0.000002,-0.021000,-0.000000
0.022000,4.691097,-0.000640,0.000196,-0.000021,0.058176,-0.000003,-0.022000,-0.000000
0.023000,4.832622,-0.000712,0.000226,-0.000022,0.063009,-0.000004,-0.022999,-0.000000
0.024000,4.967837,-0.001646,0.000263,-0.000011,0.067977,-0.000005,-0.023999,-0.000000
0.025000,5.096779,-0.001699,0.000309,-0.000012,0.073074,-0.000007,-0.024999,-0.000000
0.026000,5.222055,-0.002074,0.000347,-0.000008,0.078296,-0.000009,-0.025999,-0.000000
