t,fx,fy,x,y,x_dot,y_dot,wx,wy
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.001000,0.000252,-0.000200,-0.000002,0.000001,0.000000,-0.000000,-0.001000,0.000000
0.002000,0.301262,-0.106225,-0.000009,-0.000010,0.000302,-0.000106,-0.002000,-0.000000
0.003000,0.588579,-0.208912,-0.000002,-0.000004,0.000892,-0.000311,-0.003000,-0.000000
0.004000,0.866682,-0.307886,-0.000002,-0.000004,0.001763,-0.000605,-0.004000,-0.000000
0.005000,1.134259,-0.403020,0.000000,-0.000010,0.002906,-0.000982,-0.005000,-0.000000
0.006000,1.390915,-0.495354,0.000008,-0.000009,0.004312,-0.001434,-0.006000,-0.000000
0.007000,1.639999,-0.585427,0.000003,-0.000011,0.005974,-0.001954,-0.007000,-0.000000
0.008000,1.878534,-0.673575,0.000003,-0.000001,0.007881,-0.002538,-0.008000,-0.000000
0.009000,2.107421,-0.758133,0.000010,-0.000001,0.010027,-0.003178,-0.009000,-0.000000
0.010000,2.328022,-0.841276,0.000014,0.000004,0.012403,-0.003869,-0.010000,-0.000000
0.011000,2.539619,-0.921004,0.000024,-0.000005,0.015000,-0.004604,-0.011000,-0.000000
0.012000,2.746387,-1.000750,0.000011,-0.000009,0.017816,-0.005380,-0.012000,-0.000000
0.013000,2.940946,-1.077160,0.000027,-0.000015,0.020837,-0.006190,-0.013000,-0.000000
0.014000,3.129197,-1.154105,0.000032,-0.000005,0.024059,-0.007031,-0.014000,-0.000000
0.015000,3.310512,-1.227546,0.000040,-0.000022,0.027475,-0.007898,-0.015000,-0.000000
0.016000,3.483987,-1.300030,0.000052,-0.000036,0.031078,-0.008786,-0.016000,-0.000000
0.017000,3.647575,-1.372077,0.000082,-0.000032,0.034857,-0.009692,-0.017000,-0.000000
0.018000,3.806565,-1.443919,0.000099,-0.000030,0.038809,-0.010613,-0.018000,-0.000000
0.019000,3.960352,-1.514360,0.000112,-0.000041,0.042929,-0.011545,-0.019000,-0.000000
0.020000,4.106204,-1.582895,0.000139,-0.000060,0.047208,-0.012484,-0.020000,-0.000000
0.021000,4.247965,-1.652227,0.000153,-0.000073,0.051643,-0.013428,-0.021000,-0.000000
0.022000,4.379056,-1.718463,0.000202,-0.000098,0.056224,-0.014372,-0.021999,-0.000000
0.023000,4.509212,-1.788439,0.000218,-0.000098,0.060949,-0.015317,-0.022999,-0.000000
0.024000,4.631309,-1.855338,0.000257,-0.000118,0.065810,-0.016258,-0.023999,-0.000001
0.025000,4.747099,-1.921931,0.000304,-0.000138,0.070801,-0.017193,-0.024999,-0.000001
0.026000,4.860245,-1.988335,0.000339,-0.000169,0.075919,-0.018119,-0.025999,-0.000001
