t,fx,fy,x,y,x_dot,y_dot,wx,wy
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.001000,-0.002252,-0.001355,0.000013,0.000020,-0.000002,-0.000001,-0.001000,0.000000
0.002000,0.314978,-0.045769,-0.000000,-0.000011,0.000313,-0.000047,-0.002000,0.000000
0.003000,0.615856,-0.091713,0.000013,0.000004,0.000929,-0.000134,-0.003000,0.000000
0.004000,0.908788,-0.135365,0.000008,0.000004,0.001840,-0.000256,-0.004000,0.000000
0.005000,1.190916,-0.177692,0.000003,0.000004,0.003035,-0.000406,-0.005000,0.000000
0.006000,1.460795,-0.218329,0.000010,-0.000001,0.004502,-0.000579,-0.006000,0.000000
0.007000,1.720558,-0.258846,0.000017,0.000004,0.006231,-0.000770,-0.007000,0.000000
0.008000,1.971912,-0.298360,0.000018,0.000003,0.008214,-0.000975,-0.008000,0.000000
0.009000,2.214871,-0.337104,0.000012,-0.000002,0.010444,-0.001189,-0.009000,0.000000
0.010000,2.447582,-0.375681,0.000015,-0.000002,0.012909,-0.001408,-0.010000,0.000000
0.011000,2.671121,-0.414011,0.000020,-0.000001,0.015602,-0.001628,-0.011000,0.000000
0.012000,2.886491,-0.451661,0.000026,-0.000007,0.018512,-0.001846,-0.012000,0.000000
0.013000,3.091938,-0.490784,0.000042,0.000007,0.021632,-0.002059,-0.013000,0.000000
0.014000,3.292390,-0.527308,0.000044,-0.000016,0.024955,-0.002262,-0.014000,0.000000
0.015000,3.484911,-0.566867,0.000047,-0.000005,0.028474,-0.002454,-0.015000,0.000000
0.016000,3.667371,-0.605378,0.000069,-0.000005,0.032178,-0.002632,-0.016000,0.000000
0.017000,3.842110,-0.644522,0.000097,-0.000001,0.036060,-0.002794,-0.017000,0.000000
0.018000,4.013510,-0.683870,0.000105,-0.000006,0.040115,-0.002937,-0.018000,0.000000
0.019000,4.174960,-0.723685,0.000136,-0.000006,0.044334,-0.003059,-0.019000,0.000000
0.020000,4.333272,-0.764379,0.000149,-0.000009,0.048714,-0.003158,-0.019999,0.000000
0.021000,4.482613,-0.806072,0.000181,-0.000004,0.053244,-0.003234,-0.020999,0.000000
0.022000,4.628593,-0.847516,0.000201,-0.000014,0.057921,-0.003283,-0.021999,-0.000000
0.023000,4.766046,-0.889982,0.000240,-0.000018,0.062736,-0.003304,-0.022999,-0.000000
0.024000,4.900206,-0.933844,0.000268,-0.000018,0.067686,-0.003297,-0.023999,-0.000000
0.025000,5.027426,-0.978413,0.000309,-0.000018,0.072763,-0.003260,-0.024999,-0.000000
0.026000,5.149424,-1.024310,0.000353,-0.000013,0.077961,-0.003193,-0.025998,-0.000000
