t,fx,fy,x,y,x_dot,y_dot,wx,wy
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.001000,0.001868,-0.000116,-0.000012,-0.000004,0.000002,-0.000000,-0.001000,-0.000000
0.002000,0.310346,-0.075309,-0.000008,-0.000005,0.000312,-0.000075,-0.002000,-0.000000
0.003000,0.608442,-0.148134,-0.000011,-0.000005,0.000922,-0.000219,-0.003000,-0.000000
0.004000,0.894564,-0.218596,-0.000008,0.000000,0.001820,-0.000424,-0.004000,-0.000000
0.005000,1.169711,-0.286707,-0.000002,0.000005,0.002996,-0.000683,-0.005000,-0.000000
0.006000,1.436651,-0.351530,-0.000007,-0.000010,0.004443,-0.000990,-0.006000,-0.000000
0.007000,1.693894,-0.417350,-0.000016,0.000006,0.006151,-0.001340,-0.007000,-0.000000
0.008000,1.939116,-0.478006,-0.000006,-0.000011,0.008111,-0.001726,-0.008000,-0.000000
0.009000,2.174380,-0.538517,0.000008,-0.000012,0.010311,-0.002143,-0.009000,-0.000000
0.010000,2.403437,-0.599015,0.000004,-0.000008,0.012746,-0.002587,-0.010000,-0.000000
0.011000,2.622432,-0.657182,0.000011,-0.000013,0.015408,-0.003053,-0.011000,-0.000000
0.012000,2.836066,-0.715807,-0.000002,-0.000012,0.018290,-0.003538,-0.012000,-0.000000
0.013000,3.036462,-0.773085,0.000018,-0.000003,0.021379,-0.004037,-0.013000,-0.000000
0.014000,3.231383,-0.828530,0.000027,-0.000015,0.024671,-0.004545,-0.014000,-0.000000
0.015000,3.419584,-0.884973,0.000029,-0.000012,0.028159,-0.005059,-0.015000,-0.000000
0.016000,3.598274,-0.939319,0.000049,-0.000022,0.031833,-0.005576,-0.016000,-0.000000
0.017000,3.771308,-0.994995,0.000060,-0.000019,0.035688,-0.006094,-0.017000,-0.000000
0.018000,3.935795,-1.050089,0.000083,-0.000016,0.039715,-0.006609,-0.018000,-0.000000
0.019000,4.094464,-1.104132,0.000105,-0.000026,0.043909,-0.007117,-0.019000,-0.000000
0.020000,4.246849,-1.158680,0.000127,-0.000032,0.048262,-0.007617,-0.020000,-0.000000
0.021000,4.392204,-1.212502,0.000159,-0.000045,0.052769,-0.008106,-0.021000,-0.000000
0.022000,4.532219,-1.268658,0.000186,-0.000035,0.057423,-0.008583,-0.022000,-0.000000
0.023000,4.665598,-1.322092,0.000225,-0.000057,0.062217,-0.009044,-0.022999,-0.000000
0.024000,4.792937,-1.377034,0.000268,-0.000065,0.067145,-0.009487,-0.023999,-0.000000
0.025000,4.917168,-1.432681,0.000300,-0.000076,0.072205,-0.009913,-0.024999,-0.000000
0.026000,5.034188,-1.490627,0.000344,-0.000060,0.077388,-0.010320,-0.025999,-0.000000
