t,fx,fy,x,y,x_dot,y_dot,wx,wy
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.403476,-0.141471,0.000000,0.000000,0.000106,-0.000037,-0.001358,-0.000000
0.001000,0.404451,-0.142643,-0.000008,0.000009,0.000511,-0.000178,-0.002358,0.000000
0.002000,0.688164,-0.243042,0.000000,0.000019,0.001202,-0.000413,-0.003358,0.000000
0.003000,0.964310,-0.338701,-0.000005,0.000003,0.002172,-0.000734,-0.004358,0.000000
0.004000,1.229796,-0.432904,-0.000012,0.000008,0.003413,-0.001134,-0.005358,0.000000
0.005000,1.484914,-0.522580,-0.000013,-0.000003,0.004915,-0.001606,-0.006358,0.000000
0.006000,1.727569,-0.611426,0.000000,0.000017,0.006667,-0.002143,-0.007358,0.000000
0.007000,1.962827,-0.696540,0.000006,0.000017,0.008662,-0.002740,-0.008358,0.000000
0.008000,2.192956,-0.778361,-0.000009,-0.000010,0.010896,-0.003388,-0.009358,0.000000
0.009000,2.410582,-0.860766,-0.000006,0.000005,0.013357,-0.004086,-0.010358,0.000000
0.010000,2.619078,-0.938605,0.000007,-0.000006,0.016038,-0.004824,-0.011358,0.000000
0.011000,2.821608,-1.016153,0.000006,-0.000011,0.018932,-0.005600,-0.012358,0.000000
0.012000,3.014423,-1.092344,0.000016,-0.000008,0.022030,-0.006408,-0.013358,0.000000
0.013000,3.200744,-1.167663,0.000020,-0.000004,0.025327,-0.007245,-0.014358,0.000000
0.014000,3.379435,-1.240378,0.000028,-0.000015,0.028815,-0.008106,-0.015358,0.000000
0.015000,3.548990,-1.312595,0.000049,-0.000012,0.032486,-0.008986,-0.016358,0.000000
0.016000,3.712574,-1.381818,0.000071,-0.000037,0.036333,-0.009881,-0.017358,0.000000
0.017000,3.869239,-1.453206,0.000089,-0.000029,0.040350,-0.010789,-0.018358,0.000000
0.018000,4.018657,-1.521580,0.000119,-0.000043,0.044531,-0.011705,-0.019357,-0.000000
0.019000,4.163645,-1.590407,0.000138,-0.000055,0.048870,-0.012628,-0.020357,-0.000000
