t,fx,fy,x,y,x_dot,y_dot,wx,wy
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.001000,0.000844,-0.000439,-0.000006,0.000001,0.000001,-0.000000,-0.001000,0.000000
0.002000,0.298933,-0.105289,0.000006,0.000014,0.000300,-0.000106,-0.002000,0.000000
0.003000,0.588685,-0.205181,0.000006,0.000005,0.000890,-0.000306,-0.003000,0.000000
0.004000,0.867592,-0.303763,0.000002,0.000020,0.001762,-0.000597,-0.004000,0.000000
0.005000,1.135967,-0.396604,0.000005,0.000010,0.002907,-0.000967,-0.005000,0.000000
0.006000,1.394177,-0.486505,0.000008,-0.000000,0.004316,-0.001410,-0.006000,0.000000
0.007000,1.643903,-0.575420,0.000002,0.000004,0.005981,-0.001921,-0.007000,0.000000
0.008000,1.880726,-0.661028,0.000018,0.000014,0.007890,-0.002492,-0.008000,0.000000
0.009000,2.114152,-0.744996,-0.000000,0.000008,0.010042,-0.003119,-0.009000,0.000000
0.010000,2.333900,-0.825692,0.000013,0.000009,0.012423,-0.003794,-0.010000,0.000000
0.011000,2.547453,-0.905112,0.000012,0.000007,0.015027,-0.004512,-0.011000,0.000000
0.012000,2.750060,-0.981692,0.000030,0.000003,0.017845,-0.005269,-0.012000,0.000000
0.013000,2.948858,-1.057833,0.000023,-0.000006,0.020873,-0.006059,-0.013000,0.000000
0.014000,3.137795,-1.132727,0.000028,-0.000006,0.024101,-0.006878,-0.014000,0.000000
0.015000,3.317578,-1.205412,0.000047,-0.000010,0.027522,-0.007722,-0.015000,0.000000
0.016000,3.491247,-1.277693,0.000059,-0.000011,0.031129,-0.008587,-0.016000,0.000000
0.017000,3.655897,-1.347529,0.000087,-0.000021,0.034914,-0.009468,-0.017000,0.000000
0.018000,3.816173,-1.417623,0.000102,-0.000029,0.038872,-0.010362,-0.018000,0.000000
0.019000,3.969470,-1.486796,0.000121,-0.000039,0.042997,-0.011265,-0.019000,0.000000
0.020000,4.116143,-1.555973,0.000142,-0.000042,0.047282,-0.012176,-0.020000,0.000000
0.021000,4.255008,-1.623754,0.000177,-0.000048,0.051720,-0.013091,-0.020999,-0.000000
0.022000,4.389320,-1.691522,0.000206,-0.000056,0.056305,-0.014007,-0.021999,-0.000000
0.023000,4.519497,-1.758084,0.000230,-0.000080,0.061035,-0.014920,-0.022999,-0.000000
0.024000,4.641342,-1.823691,0.000274,-0.000103,0.065900,-0.015828,-0.023999,-0.000000
0.025000,4.758805,-1.891729,0.000310,-0.000103,0.070896,-0.016732,-0.024999,-0.000000
0.026000,4.872685,-1.956727,0.000345,-0.000141,0.076020,-0.017625,-0.025998,-0.000000
