t,fx,fy,x,y,x_dot,y_dot,wx,wy
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.001000,-0.000704,0.000354,0.000005,-0.000001,-0.000001,0.000000,-0.001000,-0.000000
0.002000,0.298640,-0.108144,0.000002,0.000004,0.000298,-0.000108,-0.002000,0.000000
0.003000,0.585688,-0.211724,0.000010,0.000005,0.000885,-0.000315,-0.003000,0.000000
0.004000,0.864473,-0.311629,0.000004,-0.000005,0.001754,-0.000613,-0.004000,0.000000
0.005000,1.132582,-0.409718,-0.000003,0.000004,0.002896,-0.000997,-0.005000,0.000000
0.006000,1.389131,-0.503360,0.000002,0.000005,0.004300,-0.001457,-0.006000,0.000000
0.007000,1.637807,-0.595012,-0.000004,0.000008,0.005960,-0.001987,-0.007000,0.000000
0.008000,1.874192,-0.681646,0.000012,-0.000003,0.007864,-0.002579,-0.008000,0.000000
0.009000,2.104082,-0.768359,0.000009,0.000002,0.010007,-0.003230,-0.009000,0.000000
0.010000,2.324866,-0.851419,0.000011,-0.000008,0.012380,-0.003931,-0.010000,0.000000
0.011000,2.537016,-0.933190,0.000013,-0.000010,0.014976,-0.004679,-0.011000,0.000000
0.012000,2.740170,-1.012658,0.000022,-0.000014,0.017786,-0.005467,-0.012000,0.000000
0.013000,2.935751,-1.090413,0.000029,-0.000021,0.020804,-0.006290,-0.013000,-0.000000
0.014000,3.123586,-1.168239,0.000035,-0.000012,0.024022,-0.007146,-0.014000,-0.000000
0.015000,3.303872,-1.242805,0.000046,-0.000023,0.027433,-0.008029,-0.015000,-0.000000
0.016000,3.475916,-1.317080,0.000062,-0.000022,0.031029,-0.008935,-0.016000,-0.000000
0.017000,3.641779,-1.389828,0.000077,-0.000029,0.034805,-0.009859,-0.017000,-0.000000
0.018000,3.800303,-1.462024,0.000096,-0.000031,0.038753,-0.010799,-0.018000,-0.000000
0.019000,3.950009,-1.531315,0.000135,-0.000047,0.042865,-0.011749,-0.019000,-0.000000
0.020000,4.097157,-1.602490,0.000149,-0.000052,0.047139,-0.012708,-0.020000,-0.000000
0.021000,4.237362,-1.671672,0.000172,-0.000069,0.051567,-0.013673,-0.020999,-0.000000
0.022000,4.369985,-1.740583,0.000207,-0.000078,0.056142,-0.014640,-0.021999,-0.000000
0.023000,4.498349,-1.809331,0.000235,-0.000092,0.060860,-0.015607,-0.022999,-0.000000
0.024000,4.621470,-1.875938,0.000268,-0.000127,0.065715,-0.016570,-0.023999,-0.000000
0.025000,4.738898,-1.944622,0.000301,-0.000138,0.070703,-0.017529,-0.024999,-0.000001
0.026000,4.851346,-2.012728,0.000336,-0.000155,0.075817,-0.018481,-0.025998,-0.000001
