t,fx,fy,x,y,x_dot,y_dot,wx,wy
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.001000,0.001183,-0.000033,-0.000007,-0.000004,0.000001,-0.000000,-0.001000,-0.000000
0.002000,0.301414,-0.105620,-0.000009,-0.000006,0.000303,-0.000106,-0.002000,-0.000000
0.003000,0.590240,-0.207285,-0.000008,-0.000006,0.000894,-0.000308,-0.003000,-0.000000
0.004000,0.866849,-0.304750,0.000003,-0.000007,0.001766,-0.000600,-0.004000,-0.000000
0.005000,1.137443,-0.400107,-0.000012,-0.000012,0.002912,-0.000973,-0.005000,-0.000000
0.006000,1.395100,-0.491793,-0.000010,-0.000012,0.004322,-0.001421,-0.006000,-0.000000
0.007000,1.641701,-0.580738,0.000001,-0.000007,0.005985,-0.001937,-0.007000,-0.000000
0.008000,1.883912,-0.668861,-0.000020,-0.000003,0.007898,-0.002516,-0.008000,-0.000000
0.009000,2.111524,-0.751193,-0.000001,-0.000014,0.010047,-0.003149,-0.009000,-0.000000
0.010000,2.333669,-0.835196,-0.000009,0.000002,0.012428,-0.003834,-0.010000,-0.000000
0.011000,2.546484,-0.914361,-0.000006,-0.000010,0.015032,-0.004562,-0.011000,-0.000000
0.012000,2.750548,-0.993224,-0.000001,-0.000005,0.017851,-0.005329,-0.012000,-0.000000
0.013000,2.945860,-1.067686,0.000014,-0.000027,0.020877,-0.006129,-0.013000,-0.000000
0.014000,3.135343,-1.143833,0.000014,-0.000025,0.024104,-0.006960,-0.014000,-0.000000
0.015000,3.315221,-1.218255,0.000028,-0.000019,0.027524,-0.007817,-0.015000,-0.000000
0.016000,3.488352,-1.289630,0.000044,-0.000036,0.031129,-0.008693,-0.016000,-0.000000
0.017000,3.652104,-1.360966,0.000074,-0.000035,0.034912,-0.009587,-0.017000,-0.000000
0.018000,3.813420,-1.431869,0.000080,-0.000047,0.038869,-0.010496,-0.018000,-0.000000
0.019000,3.965015,-1.501245,0.000108,-0.000055,0.042992,-0.011414,-0.019000,-0.000000
0.020000,4.112671,-1.572414,0.000119,-0.000047,0.047276,-0.012341,-0.020000,-0.000000
0.021000,4.252062,-1.639597,0.000152,-0.000068,0.051713,-0.013272,-0.021000,-0.000000
0.022000,4.386038,-1.706394,0.000183,-0.000093,0.056298,-0.014203,-0.022000,-0.000000
0.023000,4.514762,-1.774435,0.000212,-0.000103,0.061026,-0.015132,-0.023000,-0.000001
0.024000,4.637692,-1.841614,0.000245,-0.000119,0.065890,-0.016059,-0.023999,-0.000001
0.025000,4.754729,-1.908370,0.000285,-0.000137,0.070886,-0.016979,-0.024999,-0.000001
0.026000,4.868358,-1.974519,0.000318,-0.000168,0.076009,-0.017890,-0.025999,-0.000001
