t,fx,fy,x,y,x_dot,y_dot,wx,wy
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.444737,-0.139106,0.000000,0.000000,0.000147,-0.000046,-0.001483,0.000000
0.001000,0.442925,-0.140894,0.000008,0.000026,0.000591,-0.000185,-0.002483,0.000000
0.002000,0.731218,-0.229654,0.000004,0.000010,0.001325,-0.000406,-0.003483,0.000000
0.003000,1.006993,-0.315401,0.000011,0.000001,0.002338,-0.000701,-0.004483,0.000000
0.004000,1.274003,-0.400761,0.000006,0.000013,0.003622,-0.001067,-0.005483,0.000000
0.005000,1.528968,-0.481429,0.000017,0.000009,0.005167,-0.001494,-0.006483,0.000000
0.006000,1.777718,-0.561193,0.000006,0.000009,0.006967,-0.001978,-0.007483,0.000000
0.007000,2.013759,-0.639096,0.000014,0.000024,0.009011,-0.002512,-0.008483,0.000000
0.008000,2.243414,-0.713566,0.000011,0.000012,0.011292,-0.003091,-0.009483,0.000000
0.009000,2.463612,-0.784883,0.000014,-0.000013,0.013802,-0.003706,-0.010483,0.000000
0.010000,2.673818,-0.858346,0.000022,0.000007,0.016531,-0.004358,-0.011483,0.000000
0.011000,2.878886,-0.929457,0.000013,0.000006,0.019476,-0.005039,-0.012483,0.000000
0.012000,3.072983,-0.997845,0.000027,-0.000001,0.022624,-0.005745,-0.013483,0.000000
0.013000,3.261709,-1.066381,0.000026,-0.000003,0.025972,-0.006472,-0.014483,0.000000
0.014000,3.438977,-1.131962,0.000054,-0.000013,0.029508,-0.007214,-0.015483,0.000000
0.015000,3.611397,-1.197825,0.000068,-0.000021,0.033228,-0.007970,-0.016483,0.000000
0.016000,3.776296,-1.262893,0.000087,-0.000028,0.037123,-0.008734,-0.017483,0.000000
0.017000,3.935790,-1.328308,0.000100,-0.000031,0.041190,-0.009505,-0.018483,0.000000
0.018000,4.086426,-1.393434,0.000127,-0.000023,0.045419,-0.010281,-0.019483,0.000000
0.019000,4.231061,-1.457076,0.000158,-0.000029,0.049805,-0.011057,-0.020483,0.000000
0.020000,4.370596,-1.520655,0.000185,-0.000037,0.054341,-0.011830,-0.021482,0.000000
0.021000,4.504762,-1.584680,0.000210,-0.000040,0.059023,-0.012600,-0.022482,-0.000000
0.022000,4.633453,-1.646264,0.000241,-0.000071,0.063846,-0.013361,-0.023482,-0.000000
0.023000,4.755172,-1.709476,0.000281,-0.000079,0.068801,-0.014113,-0.024482,-0.000000
0.024000,4.871595,-1.771198,0.000326,-0.000105,0.073885,-0.014852,-0.025482,-0.000000
0.025000,4.984055,-1.835026,0.000364,-0.000113,0.079091,-0.015579,-0.026481,-0.000000
0.026000,5.091362,-1.898079,0.000408,-0.000132,0.084416,-0.016290,-0.027481,-0.000000
0.027000,5.191326,-1.961829,0.000470,-0.000138,0.089852,-0.016986,-0.028481,-0.000001
0.028000,5.289318,-2.024419,0.000523,-0.000169,0.095396,-0.017663,-0.029480,-0.000001
0.029000,5.380880,-2.088298,0.000589,-0.000184,0.101042,-0.018320,-0.030480,-0.000001
0.030000,5.468695,-2.151276,0.000658,-0.000215,0.106786,-0.018956,-0.031479,-0.000001
0.031000,5.553147,-2.214785,0.000727,-0.000249,0.112623,-0.019569,-0.032479,-0.000001
0.032000,5.632260,-2.279649,0.000805,-0.000269,0.118549,-0.020159,-0.033478,-0.000002
0.033000,5.707299,-2.343463,0.000892,-0.000305,0.124558,-0.020724,-0.034477,-0.000002
0.034000,5.779108,-2.408477,0.000980,-0.000337,0.130648,-0.021264,-0.035476,-0.000002
0.035000,5.844379,-2.475268,0.001087,-0.000345,0.136812,-0.021780,-0.036475,-0.000002
0.036000,5.908097,-2.542579,0.001188,-0.000361,0.143047,-0.022270,-0.037474,-0.000003
0.037000,5.966747,-2.608160,0.001309,-0.000396,0.149347,-0.022733,-0.038473,-0.000003
0.038000,6.023535,-2.676905,0.001422,-0.000408,0.155712,-0.023169,-0.039472,-0.000004
0.039000,6.081262,-2.745638,0.001517,-0.000442,0.162141,-0.023579,-0.040470,-0.000004
0.040000,6.130355,-2.815696,0.001648,-0.000448,0.168625,-0.023963,-0.041469,-0.000004
0.041000,6.175842,-2.884523,0.001794,-0.000471,0.175160,-0.024318,-0.042467,-0.000005
0.042000,6.223578,-2.955444,0.001912,-0.000497,0.181748,-0.024646,-0.043466,-0.000005
