t,fx,fy,x,y,x_dot,y_dot,wx,wy
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.001000,-0.001168,0.000336,0.000008,-0.000000,-0.000001,0.000000,-0.001000,-0.000000
0.002000,0.305943,-0.083772,0.000006,0.000009,0.000305,-0.000083,-0.002000,0.000000
0.003000,0.600992,-0.163022,0.000012,0.000001,0.000907,-0.000242,-0.003000,0.000000
0.004000,0.887683,-0.241784,-0.000001,0.000011,0.001798,-0.000470,-0.004000,0.000000
0.005000,1.160843,-0.315317,0.000008,-0.000000,0.002966,-0.000758,-0.005000,0.000000
0.006000,1.425262,-0.388435,0.000007,0.000005,0.004403,-0.001102,-0.006000,0.000000
0.007000,1.679342,-0.459325,0.000008,0.000009,0.006099,-0.001496,-0.007000,0.000000
0.008000,1.923626,-0.527792,0.000013,0.000009,0.008045,-0.001932,-0.008000,0.000000
0.009000,2.159744,-0.594026,0.000012,-0.000002,0.010234,-0.002405,-0.009000,0.000000
0.010000,2.386833,-0.659278,0.000012,-0.000008,0.012656,-0.002911,-0.010000,0.000000
0.011000,2.602842,-0.723645,0.000027,-0.000001,0.015303,-0.003445,-0.011000,0.000000
0.012000,2.812543,-0.787225,0.000030,0.000003,0.018167,-0.004003,-0.012000,0.000000
0.013000,3.015559,-0.849659,0.000025,0.000000,0.021243,-0.004580,-0.013000,0.000000
0.014000,3.206559,-0.909894,0.000049,-0.000005,0.024518,-0.005171,-0.014000,0.000000
0.015000,3.393525,-0.970734,0.000051,-0.000006,0.027989,-0.005774,-0.015000,0.000000
0.016000,3.570753,-1.029392,0.000072,-0.000019,0.031646,-0.006383,-0.016000,0.000000
0.017000,3.743666,-1.088543,0.000076,-0.000030,0.035486,-0.006997,-0.017000,0.000000
0.018000,3.906634,-1.148039,0.000100,-0.000024,0.039497,-0.007613,-0.018000,-0.000000
0.019000,4.064638,-1.207388,0.000115,-0.000022,0.043676,-0.008228,-0.019000,-0.000000
0.020000,4.214387,-1.264876,0.000147,-0.000034,0.048014,-0.008838,-0.020000,-0.000000
0.021000,4.359964,-1.323109,0.000168,-0.000043,0.052507,-0.009441,-0.020999,-0.000000
0.022000,4.498193,-1.382393,0.000197,-0.000037,0.057146,-0.010035,-0.021999,-0.000000
0.023000,4.630646,-1.437955,0.000236,-0.000075,0.061928,-0.010616,-0.022999,-0.000000
0.024000,4.756688,-1.497479,0.000276,-0.000068,0.066844,-0.011185,-0.023999,-0.000000
0.025000,4.881223,-1.556914,0.000296,-0.000077,0.071893,-0.011739,-0.024999,-0.000000
0.026000,4.994415,-1.615115,0.000359,-0.000084,0.077063,-0.012276,-0.025998,-0.000000
