t,fx,fy,x,y,x_dot,y_dot,wx,wy
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.001000,-0.001502,0.000465,0.000010,-0.000005,-0.000002,0.000000,-0.001000,-0.000000
0.002000,0.318134,0.000320,0.000001,-0.000026,0.000317,0.000001,-0.002000,-0.000000
0.003000,0.625095,-0.002003,-0.000002,-0.000020,0.000942,-0.000001,-0.003000,-0.000000
0.004000,0.919227,-0.003558,0.000005,-0.000022,0.001861,-0.000005,-0.004000,-0.000000
0.005000,1.204326,-0.006616,0.000001,-0.000006,0.003065,-0.000011,-0.005000,-0.000000
0.006000,1.477739,-0.007763,0.000005,-0.000011,0.004543,-0.000019,-0.006000,-0.000000
0.007000,1.740680,-0.010170,0.000012,-0.000000,0.006284,-0.000029,-0.007000,-0.000000
0.008000,1.995661,-0.010838,0.000008,-0.000010,0.008279,-0.000040,-0.008000,-0.000000
0.009000,2.239470,-0.011847,0.000016,-0.000014,0.010519,-0.000052,-0.009000,-0.000000
0.010000,2.476870,-0.013109,0.000008,-0.000016,0.012996,-0.000065,-0.010000,-0.000000
0.011000,2.701544,-0.014309,0.000026,-0.000017,0.015697,-0.000079,-0.011000,-0.000000
0.012000,2.921364,-0.016973,0.000021,-0.000001,0.018619,-0.000096,-0.012000,-0.000000
0.013000,3.130805,-0.016484,0.000032,-0.000021,0.021749,-0.000113,-0.013000,-0.000000
0.014000,3.334551,-0.018246,0.000030,-0.000015,0.025084,-0.000131,-0.014000,-0.000000
0.015000,3.527811,-0.019647,0.000047,-0.000011,0.028612,-0.000151,-0.015000,-0.000000
0.016000,3.713900,-0.020775,0.000065,-0.000011,0.032326,-0.000172,-0.016000,-0.000000
0.017000,3.892213,-0.021835,0.000089,-0.000010,0.036218,-0.000193,-0.017000,-0.000000
0.018000,4.065367,-0.022416,0.000105,-0.000016,0.040283,-0.000216,-0.018000,-0.000000
0.019000,4.229618,-0.023859,0.000136,-0.000010,0.044513,-0.000240,-0.019000,-0.000000
0.020000,4.391101,-0.025060,0.000147,-0.000007,0.048904,-0.000265,-0.020000,-0.000000
0.021000,4.541050,-0.024816,0.000193,-0.000020,0.053445,-0.000290,-0.020999,-0.000000
0.022000,4.688900,-0.026530,0.000218,-0.000010,0.058134,-0.000316,-0.021999,-0.000000
0.023000,4.829291,-0.026849,0.000256,-0.000016,0.062963,-0.000343,-0.022999,-0.000000
0.024000,4.965640,-0.026848,0.000286,-0.000025,0.067929,-0.000370,-0.023999,-0.000000
0.025000,5.095348,-0.028852,0.000327,-0.000011,0.073024,-0.000399,-0.024999,-0.000000
0.026000,5.220139,-0.028640,0.000369,-0.000022,0.078244,-0.000427,-0.025998,-0.000000
