t,fx,fy,x,y,x_dot,y_dot,wx,wy
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.001000,0.000066,-0.000922,-0.000002,0.000010,0.000000,-0.000001,-0.001000,0.000000
0.002000,0.300187,-0.104656,0.000000,-0.000001,0.000300,-0.000106,-0.002000,0.000000
0.003000,0.589888,-0.205743,-0.000002,-0.000001,0.000892,-0.000307,-0.003000,0.000000
0.005000,0.868951,-0.304597,-0.000007,0.000013,0.002639,-0.000889,-0.005000,0.000000
0.006000,1.404429,-0.492322,-0.000000,0.000013,0.004057,-0.001342,-0.006000,0.000000
0.007000,1.653336,-0.579907,-0.000002,0.000005,0.005730,-0.001861,-0.007000,0.000000
0.008000,1.892101,-0.664872,0.000001,-0.000002,0.007650,-0.002440,-0.008000,0.000000
0.009000,2.122150,-0.749712,-0.000001,0.000013,0.009809,-0.003075,-0.009000,0.000000
0.010000,2.342817,-0.830214,0.000004,0.000007,0.012198,-0.003758,-0.010000,0.000000
0.011000,2.555310,-0.908205,0.000010,-0.000009,0.014809,-0.004483,-0.011000,0.000000
0.012000,2.758984,-0.986140,0.000017,-0.000004,0.017636,-0.005247,-0.012000,0.000000
0.013000,2.955048,-1.062226,0.000024,-0.000004,0.020669,-0.006045,-0.013000,0.000000
0.014000,3.145315,-1.136918,0.000020,-0.000013,0.023905,-0.006872,-0.014000,0.000000
0.015000,3.325846,-1.208320,0.000035,-0.000035,0.027334,-0.007722,-0.015000,0.000000
0.016000,3.499010,-1.281412,0.000046,-0.000028,0.030949,-0.008593,-0.016000,0.000000
0.017000,3.664718,-1.351978,0.000065,-0.000037,0.034743,-0.009481,-0.017000,-0.000000
0.018000,3.822468,-1.422363,0.000091,-0.000034,0.038707,-0.010382,-0.018000,-0.000000
0.019000,3.976103,-1.491644,0.000106,-0.000045,0.042839,-0.011293,-0.019000,-0.000000
0.020000,4.120930,-1.559866,0.000138,-0.000053,0.047130,-0.012210,-0.020000,-0.000000
0.021000,4.263801,-1.628690,0.000146,-0.000065,0.051577,-0.013132,-0.021000,-0.000000
0.022000,4.396020,-1.694026,0.000190,-0.000093,0.056170,-0.014052,-0.022000,-0.000000
0.023000,4.525725,-1.761571,0.000212,-0.000108,0.060906,-0.014971,-0.022999,-0.000000
0.024000,4.648119,-1.828672,0.000248,-0.000118,0.065779,-0.015886,-0.023999,-0.000000
0.025000,4.765037,-1.895484,0.000287,-0.000131,0.070782,-0.016795,-0.024999,-0.000001
0.026000,4.875750,-1.961559,0.000337,-0.000147,0.075910,-0.017695,-0.025999,-0.000001
0.027000,4.983031,-2.027110,0.000382,-0.000176,0.081158,-0.018584,-0.026998,-0.000001
