t,fx,fy,x,y,x_dot,y_dot,wx,wy
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.001000,0.000090,-0.002081,-0.000001,0.000025,0.000000,-0.000002,-0.001000,0.000000
0.002000,0.317940,-0.003254,0.000001,0.000014,0.000318,-0.000005,-0.002000,0.000000
0.003000,0.627372,-0.005088,-0.000017,0.000010,0.000945,-0.000010,-0.003000,0.000000
0.004000,0.920483,-0.007440,-0.000004,0.000015,0.001866,-0.000018,-0.004000,0.000000
0.005000,1.204791,-0.008861,-0.000003,0.000009,0.003071,-0.000027,-0.005000,0.000000
0.006000,1.479139,-0.010423,-0.000005,0.000005,0.004550,-0.000037,-0.006000,0.000000
0.007000,1.743095,-0.012105,-0.000005,0.000004,0.006293,-0.000049,-0.007000,0.000000
0.008000,1.997725,-0.014448,-0.000007,0.000011,0.008291,-0.000064,-0.008000,0.000000
0.009000,2.242133,-0.015128,-0.000003,-0.000001,0.010533,-0.000079,-0.009000,0.000000
0.010000,2.478272,-0.017499,-0.000004,0.000008,0.013011,-0.000096,-0.010000,0.000000
0.011000,2.703778,-0.020586,0.000008,0.000026,0.015715,-0.000117,-0.011000,0.000000
0.012000,2.922942,-0.020200,0.000007,0.000004,0.018638,-0.000137,-0.012000,0.000000
0.013000,3.132389,-0.022052,0.000017,0.000009,0.021770,-0.000159,-0.013000,0.000000
0.014000,3.335051,-0.023039,0.000022,0.000005,0.025105,-0.000182,-0.014000,0.000000
0.015000,3.529734,-0.024752,0.000030,0.000009,0.028635,-0.000207,-0.015000,0.000000
0.016000,3.713760,-0.026016,0.000061,0.000009,0.032349,-0.000233,-0.016000,0.000000
0.017000,3.894574,-0.026857,0.000069,0.000005,0.036243,-0.000260,-0.017000,0.000000
0.018000,4.066017,-0.027887,0.000095,0.000003,0.040309,-0.000288,-0.018000,0.000000
0.019000,4.231093,-0.030371,0.000121,0.000019,0.044540,-0.000318,-0.019000,0.000000
0.020000,4.392134,-0.030534,0.000134,0.000008,0.048933,-0.000349,-0.020000,0.000000
0.021000,4.546225,-0.031737,0.000153,0.000010,0.053479,-0.000380,-0.021000,0.000000
0.022000,4.690267,-0.031784,0.000201,-0.000001,0.058169,-0.000412,-0.022000,0.000000
0.023000,4.831647,-0.034495,0.000233,0.000020,0.063001,-0.000447,-0.022999,0.000000
0.024000,4.967871,-0.034960,0.000263,0.000014,0.067969,-0.000482,-0.023999,0.000000
0.025000,5.098610,-0.034344,0.000297,-0.000003,0.073067,-0.000516,-0.024999,0.000000
0.026000,5.220824,-0.035361,0.000355,-0.000002,0.078288,-0.000551,-0.025999,0.000000
0.027000,5.341796,-0.036829,0.000392,0.000006,0.083630,-0.000588,-0.026998,0.000000
