t,fx,fy,x,y,x_dot,y_dot,wx,wy
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.001000,-0.002549,0.000917,0.000017,-0.000001,-0.000003,0.000001,-0.001000,-0.000000
0.002000,0.303269,-0.092112,0.000007,-0.000002,0.000301,-0.000091,-0.002000,-0.000000
0.003000,0.596228,-0.180814,0.000010,-0.000006,0.000898,-0.000268,-0.003000,-0.000000
0.004000,0.879260,-0.268883,0.000002,0.000013,0.001782,-0.000523,-0.004000,0.000000
0.005000,1.148593,-0.349812,0.000022,-0.000003,0.002938,-0.000846,-0.005000,0.000000
0.006000,1.410517,-0.430541,0.000022,-0.000002,0.004361,-0.001233,-0.006000,0.000000
0.007000,1.663676,-0.508641,0.000017,-0.000009,0.006043,-0.001676,-0.007000,-0.000000
0.008000,1.906716,-0.584491,0.000016,-0.000014,0.007975,-0.002170,-0.008000,-0.000000
0.009000,2.141599,-0.660595,0.000006,0.000001,0.010149,-0.002711,-0.009000,-0.000000
0.010000,2.366409,-0.733103,0.000006,0.000001,0.012556,-0.003291,-0.010000,-0.000000
0.011000,2.581336,-0.803342,0.000015,-0.000004,0.015187,-0.003906,-0.011000,-0.000000
0.012000,2.787651,-0.872440,0.000027,-0.000005,0.018033,-0.004551,-0.012000,-0.000000
0.013000,2.986611,-0.940043,0.000037,-0.000012,0.021088,-0.005221,-0.013000,-0.000000
0.014000,3.178351,-1.006766,0.000044,-0.000018,0.024345,-0.005911,-0.014000,-0.000000
0.015000,3.362048,-1.074275,0.000052,-0.000005,0.027796,-0.006620,-0.015000,-0.000000
0.016000,3.538667,-1.138748,0.000065,-0.000017,0.031434,-0.007342,-0.016000,-0.000000
0.017000,3.707619,-1.202931,0.000082,-0.000023,0.035251,-0.008073,-0.017000,-0.000000
0.018000,3.870485,-1.265907,0.000098,-0.000039,0.039243,-0.008810,-0.018000,-0.000000
0.019000,4.023960,-1.329747,0.000129,-0.000032,0.043399,-0.009552,-0.019000,-0.000000
0.020000,4.172937,-1.392995,0.000153,-0.000034,0.047715,-0.010294,-0.019999,-0.000000
0.021000,4.317001,-1.455140,0.000173,-0.000051,0.052187,-0.011033,-0.020999,-0.000000
0.022000,4.451600,-1.515983,0.000218,-0.000068,0.056804,-0.011766,-0.021999,-0.000000
0.023000,4.584336,-1.580312,0.000236,-0.000060,0.061565,-0.012494,-0.022999,-0.000000
0.024000,4.707331,-1.642335,0.000286,-0.000064,0.066459,-0.013213,-0.023999,-0.000000
0.025000,4.828367,-1.703843,0.000319,-0.000086,0.071486,-0.013920,-0.024999,-0.000000
0.026000,4.944011,-1.766325,0.000355,-0.000098,0.076639,-0.014614,-0.025998,-0.000000
