t,fx,fy,x,y,x_dot,y_dot,wx,wy
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.001000,-0.000586,0.000726,0.000005,-0.000006,-0.000001,0.000001,-0.001000,-0.000000
0.002000,0.299935,-0.106926,-0.000003,-0.000001,0.000299,-0.000106,-0.002000,-0.000000
0.003000,0.586963,-0.208459,0.000009,-0.000009,0.000888,-0.000310,-0.003000,-0.000000
0.004000,0.864881,-0.308123,0.000009,-0.000006,0.001757,-0.000605,-0.004000,-0.000000
0.005000,1.132481,-0.404822,0.000008,0.000002,0.002899,-0.000983,-0.005000,-0.000000
0.006000,1.390337,-0.497408,0.000008,-0.000002,0.004304,-0.001437,-0.006000,-0.000000
0.007000,1.638775,-0.588592,0.000005,0.000008,0.005964,-0.001961,-0.007000,-0.000000
0.008000,1.876816,-0.675240,0.000011,0.000002,0.007871,-0.002547,-0.008000,-0.000000
0.009000,2.107027,-0.760467,0.000009,0.000000,0.010016,-0.003190,-0.009000,-0.000000
0.010000,2.328401,-0.843343,0.000008,-0.000004,0.012392,-0.003883,-0.010000,-0.000000
0.011000,2.540062,-0.923611,0.000017,-0.000010,0.014990,-0.004620,-0.011000,-0.000000
0.012000,2.745348,-1.003371,0.000012,-0.000010,0.017805,-0.005399,-0.012000,-0.000000
0.013000,2.942107,-1.081219,0.000012,-0.000012,0.020828,-0.006213,-0.013000,-0.000000
0.014000,3.128295,-1.155772,0.000034,-0.000022,0.024050,-0.007056,-0.014000,-0.000000
0.015000,3.309940,-1.230410,0.000037,-0.000030,0.027465,-0.007926,-0.015000,-0.000000
0.016000,3.482373,-1.303766,0.000054,-0.000033,0.031067,-0.008818,-0.016000,-0.000000
0.017000,3.647916,-1.376161,0.000071,-0.000035,0.034847,-0.009728,-0.017000,-0.000000
0.018000,3.807076,-1.448017,0.000087,-0.000036,0.038800,-0.010653,-0.018000,-0.000000
0.019000,3.958243,-1.518015,0.000116,-0.000043,0.042918,-0.011589,-0.019000,-0.000000
0.020000,4.105005,-1.587687,0.000135,-0.000056,0.047197,-0.012533,-0.020000,-0.000000
0.021000,4.245752,-1.655881,0.000157,-0.000079,0.051631,-0.013481,-0.021000,-0.000000
0.022000,4.378261,-1.723625,0.000195,-0.000094,0.056211,-0.014430,-0.021999,-0.000000
0.023000,4.505741,-1.791536,0.000230,-0.000108,0.060933,-0.015379,-0.022999,-0.000000
0.024000,4.628776,-1.857977,0.000265,-0.000139,0.065793,-0.016323,-0.023999,-0.000001
0.025000,4.744635,-1.926191,0.000308,-0.000143,0.070782,-0.017262,-0.024999,-0.000001
0.026000,4.857680,-1.991086,0.000347,-0.000192,0.075899,-0.018191,-0.025999,-0.000001
