t,fx,fy,x,y,x_dot,y_dot,wx,wy
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.001000,0.000751,-0.000468,-0.000005,0.000002,0.000001,-0.000000,-0.001000,0.000000
0.002000,0.298615,-0.106644,0.000005,0.000006,0.000299,-0.000107,-0.002000,0.000000
0.003000,0.587400,-0.209596,0.000004,0.000011,0.000888,-0.000312,-0.003000,0.000000
0.004000,0.864562,-0.308221,0.000010,0.000011,0.001758,-0.000607,-0.004000,0.000000
0.005000,1.132867,-0.404372,0.000007,0.000015,0.002900,-0.000985,-0.005000,0.000000
0.006000,1.391189,-0.497056,0.000004,0.000015,0.004306,-0.001439,-0.006000,0.000000
0.007000,1.640179,-0.586852,-0.000000,0.000012,0.005967,-0.001961,-0.007000,0.000000
0.008000,1.877575,-0.672539,0.000012,0.000001,0.007874,-0.002544,-0.008000,0.000000
0.009000,2.107238,-0.757715,0.000013,0.000004,0.010020,-0.003184,-0.009000,0.000000
0.010000,2.329615,-0.839929,0.000008,-0.000007,0.012397,-0.003873,-0.010000,0.000000
0.011000,2.541663,-0.921532,0.000011,0.000003,0.014997,-0.004609,-0.011000,0.000000
0.012000,2.745926,-0.999610,0.000016,-0.000008,0.017812,-0.005383,-0.012000,0.000000
0.013000,2.941367,-1.076715,0.000026,-0.000009,0.020834,-0.006193,-0.013000,0.000000
0.014000,3.128494,-1.152153,0.000041,-0.000011,0.024055,-0.007033,-0.014000,0.000000
0.015000,3.308265,-1.226847,0.000055,-0.000008,0.027469,-0.007899,-0.015000,0.000000
0.016000,3.481610,-1.299776,0.000068,-0.000015,0.031069,-0.008786,-0.016000,0.000000
0.017000,3.648655,-1.371628,0.000078,-0.000027,0.034850,-0.009692,-0.017000,0.000000
0.018000,3.805750,-1.440518,0.000113,-0.000049,0.038801,-0.010610,-0.018000,0.000000
0.019000,3.959166,-1.512327,0.000125,-0.000043,0.042919,-0.011540,-0.019000,-0.000000
0.020000,4.106457,-1.581958,0.000141,-0.000056,0.047199,-0.012478,-0.020000,-0.000000
0.021000,4.245857,-1.650427,0.000171,-0.000069,0.051632,-0.013421,-0.020999,-0.000000
0.022000,4.378415,-1.718753,0.000208,-0.000076,0.056211,-0.014365,-0.021999,-0.000000
0.023000,4.507816,-1.786041,0.000234,-0.000101,0.060935,-0.015308,-0.022999,-0.000000
0.024000,4.631118,-1.853852,0.000264,-0.000116,0.065795,-0.016248,-0.023999,-0.000000
0.025000,4.748308,-1.920708,0.000303,-0.000138,0.070788,-0.017181,-0.024999,-0.000000
0.026000,4.859711,-1.986305,0.000350,-0.000170,0.075905,-0.018106,-0.025998,-0.000001
