t,fx,fy,x,y,x_dot,y_dot,wx,wy
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.337842,0.001340,0.000000,0.000000,0.000017,-0.000000,-0.001064,0.000000
0.001000,0.338127,0.001219,-0.000002,0.000001,0.000355,0.000001,-0.002064,0.000000
0.002000,0.645779,0.002631,-0.000014,-0.000001,0.001001,0.000004,-0.003064,0.000000
0.003000,0.938084,0.004540,0.000000,-0.000010,0.001939,0.000008,-0.004064,-0.000000
0.004000,1.221952,0.005241,0.000000,-0.000005,0.003161,0.000013,-0.005064,-0.000000
0.005000,1.495311,0.006258,0.000000,-0.000005,0.004656,0.000020,-0.006064,-0.000000
0.006000,1.758831,0.007266,-0.000001,-0.000005,0.006415,0.000027,-0.007064,-0.000000
0.007000,2.010746,0.007845,0.000011,0.000000,0.008425,0.000035,-0.008064,-0.000000
0.008000,2.255501,0.009221,0.000009,-0.000005,0.010681,0.000044,-0.009064,-0.000000
0.009000,2.490915,0.010866,0.000010,-0.000013,0.013172,0.000055,-0.010064,-0.000000
0.010000,2.718626,0.011608,0.000005,-0.000012,0.015891,0.000066,-0.011064,-0.000000
0.011000,2.937182,0.012314,0.000005,-0.000011,0.018828,0.000079,-0.012064,-0.000000
0.012000,3.147079,0.010934,0.000009,0.000015,0.021975,0.000090,-0.013064,-0.000000
0.013000,3.347951,0.013495,0.000022,-0.000005,0.025323,0.000103,-0.014064,-0.000000
0.014000,3.541341,0.013758,0.000035,0.000001,0.028864,0.000117,-0.015064,-0.000000
0.015000,3.726429,0.014469,0.000056,0.000001,0.032590,0.000131,-0.016064,-0.000000
0.016000,3.906324,0.015746,0.000067,-0.000006,0.036497,0.000147,-0.017064,-0.000000
0.017000,4.078392,0.017116,0.000086,-0.000014,0.040575,0.000164,-0.018064,-0.000000
0.018000,4.242769,0.016617,0.000114,-0.000001,0.044818,0.000181,-0.019064,-0.000000
0.019000,4.402268,0.018386,0.000134,-0.000014,0.049220,0.000199,-0.020063,-0.000000
0.020000,4.554285,0.017736,0.000165,0.000000,0.053775,0.000217,-0.021063,-0.000000
0.021000,4.703151,0.018851,0.000180,-0.000006,0.058478,0.000236,-0.022063,-0.000000
0.022000,4.841403,0.020008,0.000228,-0.000014,0.063319,0.000256,-0.023063,-0.000000
0.023000,4.976294,0.020190,0.000265,-0.000010,0.068295,0.000276,-0.024063,-0.000000
0.024000,5.104099,0.020748,0.000316,-0.000011,0.073399,0.000297,-0.025063,-0.000000
0.025000,5.231068,0.022053,0.000342,-0.000021,0.078631,0.000319,-0.026062,-0.000000
0.026000,5.350298,0.021568,0.000388,-0.000010,0.083981,0.000340,-0.027062,-0.000000
0.027000,5.462774,0.022866,0.000449,-0.000020,0.089444,0.000363,-0.028062,-0.000000
0.028000,5.570770,0.022517,0.000512,-0.000012,0.095014,0.000386,-0.029061,-0.000000
0.029000,5.677647,0.021936,0.000557,0.000000,0.100692,0.000408,-0.030061,-0.000000
0.030000,5.774325,0.022727,0.000642,-0.000005,0.106466,0.000430,-0.031060,-0.000000
0.031000,5.871986,0.023103,0.000698,-0.000005,0.112338,0.000454,-0.032060,-0.000000
0.032000,5.960283,0.024335,0.000791,-0.000015,0.118299,0.000478,-0.033059,-0.000000
0.033000,6.047496,0.023611,0.000870,-0.000003,0.124346,0.000502,-0.034058,-0.000000
0.034000,6.128479,0.025032,0.000968,-0.000016,0.130475,0.000527,-0.035057,-0.000000
0.035000,6.205959,0.024201,0.001069,-0.000003,0.136681,0.000551,-0.036056,-0.000000
0.036000,6.278979,0.024826,0.001181,-0.000007,0.142960,0.000576,-0.037055,-0.000000
0.037000,6.351452,0.025953,0.001278,-0.000017,0.149311,0.000602,-0.038054,-0.000000
0.038000,6.420073,0.024455,0.001384,0.000004,0.155731,0.000626,-0.039053,-0.000000
0.039000,6.484179,0.026647,0.001501,-0.000019,0.162215,0.000653,-0.040052,-0.000000
0.040000,6.545348,0.026541,0.001623,-0.000015,0.168761,0.000679,-0.041050,-0.000000
0.041000,6.602358,0.027231,0.001756,-0.000021,0.175363,0.000706,-0.042049,-0.000000
0.042000,6.658279,0.026072,0.001883,-0.000005,0.182021,0.000732,-0.043047,-0.000000
0.043000,6.707663,0.027693,0.002038,-0.000022,0.188729,0.000760,-0.044045,-0.000000
0.044000,6.753220,0.026938,0.002206,-0.000011,0.195482,0.000787,-0.045043,-0.000000
0.045000,6.799615,0.027112,0.002357,-0.000012,0.202282,0.000814,-0.046041,-0.000000
0.046000,6.840747,0.026495,0.002531,-0.000002,0.209122,0.000841,-0.047039,-0.000000
0.047000,6.884461,0.028116,0.002678,-0.000020,0.216007,0.000869,-0.048036,-0.000000
0.048000,6.921648,0.026157,0.002857,0.000005,0.222929,0.000895,-0.049033,-0.000000
0.049000,6.956125,0.027283,0.003044,-0.000006,0.229885,0.000922,-0.050031,-0.000000
0.050000,6.989148,0.027196,0.003232,-0.000004,0.236874,0.000949,-0.051028,-0.000000
0.051000,7.017912,0.026983,0.003439,0.000000,0.243892,0.000976,-0.052024,-0.000000
0.052000,7.044653,0.026688,0.003651,0.000005,0.250936,0.001003,-0.053021,-0.000000
0.053000,7.068224,0.027290,0.003878,-0.000000,0.258005,0.001030,-0.054017,-0.000000
0.054000,7.094524,0.026587,0.004080,0.000009,0.265099,0.001057,-0.055014,-0.000000
0.055000,7.116346,0.027923,0.004305,-0.000005,0.272216,0.001085,-0.056010,-0.000000
0.056000,7.135669,0.027453,0.004541,0.000001,0.279351,0.001112,-0.057005,-0.000000
0.057000,7.152534,0.027302,0.004787,0.000004,0.286504,0.001140,-0.058001,-0.000000
0.058000,7.170574,0.026732,0.005021,0.000012,0.293674,0.001166,-0.058996,-0.000000
0.059000,7.182659,0.027336,0.005289,0.000006,0.300857,0.001194,-0.059991,-0.000000
0.060000,7.195100,0.026616,0.005551,0.000016,0.308052,0.001220,-0.060986,-0.000000
0.061000,7.205330,0.026631,0.005823,0.000016,0.315257,0.001247,-0.061980,-0.000000
0.062000,7.214325,0.026205,0.006101,0.000023,0.322472,0.001273,-0.062974,-0.000000
0.063000,7.219296,0.026334,0.006402,0.000022,0.329691,0.001300,-0.063968,-0.000000
0.064000,7.226176,0.026548,0.006688,0.000021,0.336917,0.001326,-0.064962,-0.000000
0.065000,7.230536,0.026811,0.006989,0.000018,0.344148,0.001353,-0.065955,-0.000000
0.066000,7.233159,0.026182,0.007299,0.000027,0.351381,0.001379,-0.066948,-0.000000
0.067000,7.231703,0.026184,0.007634,0.000027,0.358613,0.001405,-0.067941,-0.000000
0.068000,7.234107,0.026614,0.007944,0.000023,0.365847,0.001432,-0.068934,-0.000000
0.069000,7.232775,0.025799,0.008277,0.000034,0.373079,0.001458,-0.069926,-0.000000
0.070000,7.228202,0.026286,0.008630,0.000028,0.380308,0.001484,-0.070917,-0.000000
0.071000,7.223967,0.026809,0.008981,0.000023,0.387532,0.001511,-0.071909,-0.000000
0.072000,7.216925,0.025929,0.009351,0.000034,0.394749,0.001537,-0.072900,-0.000000
0.073000,7.211872,0.026434,0.009709,0.000028,0.401960,0.001563,-0.073891,-0.000000
0.074000,7.204308,0.025981,0.010083,0.000034,0.409165,0.001589,-0.074881,-0.000000
0.075000,7.195565,0.025602,0.010466,0.000039,0.416360,0.001615,-0.075871,0.000000
0.076000,7.186707,0.026467,0.010851,0.000029,0.423547,0.001641,-0.076860,0.000000
0.077000,7.175037,0.026475,0.011255,0.000029,0.430722,0.001668,-0.077850,0.000000
0.078000,7.160897,0.025302,0.011677,0.000043,0.437883,0.001693,-0.078838,0.000000
0.079000,7.147602,0.025637,0.012096,0.000039,0.445031,0.001719,-0.079827,0.000000
0.080000,7.132089,0.025150,0.012532,0.000045,0.452163,0.001744,-0.080815,0.000000
0.081000,7.116933,0.024993,0.012968,0.000048,0.459280,0.001769,-0.081802,0.000000
0.082000,7.100669,0.025494,0.013414,0.000042,0.466380,0.001794,-0.082789,0.000000
0.083000,7.085879,0.025761,0.013853,0.000039,0.473466,0.001820,-0.083776,0.000000
0.084000,7.064460,0.024905,0.014337,0.000049,0.480531,0.001845,-0.084762,0.000000
0.085000,7.047180,0.025125,0.014799,0.000046,0.487578,0.001870,-0.085747,0.000000
0.086000,7.027268,0.025277,0.015281,0.000045,0.494605,0.001895,-0.086733,0.000000
0.087000,7.002544,0.025590,0.015797,0.000041,0.501608,0.001921,-0.087717,0.000000
0.088000,6.981930,0.024716,0.016292,0.000051,0.508589,0.001946,-0.088702,0.000001
0.089000,6.956966,0.025091,0.016818,0.000046,0.515546,0.001971,-0.089685,0.000001
0.090000,6.932674,0.024623,0.017345,0.000051,0.522479,0.001995,-0.090668,0.000001
0.091000,6.909228,0.023728,0.017872,0.000062,0.529388,0.002019,-0.091651,0.000001
0.092000,6.883600,0.023732,0.018416,0.000062,0.536272,0.002043,-0.092633,0.000001
0.093000,6.858485,0.024136,0.018962,0.000057,0.543130,0.002067,-0.093615,0.000001
0.094000,6.834629,0.024144,0.019505,0.000057,0.549965,0.002091,-0.094596,0.000001
