t,fx,fy,x,y,x_dot,y_dot,wx,wy
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.001000,-0.000459,0.000272,0.000003,-0.000003,-0.000000,0.000000,-0.001000,-0.000000
0.002000,0.319607,-0.002329,-0.000009,0.000000,0.000319,-0.000002,-0.002000,-0.000000
0.003000,0.624837,-0.004604,-0.000001,0.000001,0.000944,-0.000007,-0.003000,-0.000000
0.004000,0.920112,-0.006782,-0.000001,0.000002,0.001864,-0.000013,-0.004000,0.000000
0.005000,1.203739,-0.008783,0.000004,0.000002,0.003068,-0.000022,-0.005000,0.000000
0.006000,1.479149,-0.009872,-0.000004,-0.000009,0.004547,-0.000032,-0.006000,-0.000000
0.007000,1.741937,-0.014017,0.000003,0.000018,0.006289,-0.000046,-0.007000,0.000000
0.008000,1.996204,-0.013961,0.000004,-0.000004,0.008285,-0.000060,-0.008000,0.000000
0.009000,2.240259,-0.016181,0.000010,0.000002,0.010525,-0.000076,-0.009000,0.000000
0.010000,2.475946,-0.017884,0.000012,0.000002,0.013001,-0.000094,-0.010000,0.000000
0.011000,2.703902,-0.019496,0.000009,0.000002,0.015705,-0.000114,-0.011000,0.000000
0.012000,2.921511,-0.020672,0.000018,-0.000003,0.018627,-0.000134,-0.012000,0.000000
0.013000,3.132401,-0.021795,0.000020,-0.000008,0.021759,-0.000156,-0.013000,0.000000
0.014000,3.333896,-0.023189,0.000032,-0.000009,0.025093,-0.000179,-0.014000,-0.000000
0.015000,3.526256,-0.025010,0.000055,-0.000004,0.028619,-0.000204,-0.015000,-0.000000
0.016000,3.714630,-0.025824,0.000059,-0.000010,0.032334,-0.000230,-0.016000,-0.000000
0.017000,3.893965,-0.027125,0.000076,-0.000010,0.036228,-0.000257,-0.017000,-0.000000
0.018000,4.066021,-0.028750,0.000098,-0.000006,0.040294,-0.000286,-0.018000,-0.000000
0.019000,4.231801,-0.030756,0.000119,0.000004,0.044526,-0.000317,-0.019000,-0.000000
0.020000,4.389988,-0.030611,0.000151,-0.000011,0.048916,-0.000347,-0.020000,-0.000000
0.021000,4.543276,-0.032828,0.000176,0.000002,0.053459,-0.000380,-0.021000,-0.000000
0.022000,4.691940,-0.032671,0.000195,-0.000013,0.058151,-0.000413,-0.021999,-0.000000
0.023000,4.830462,-0.033985,0.000244,-0.000009,0.062981,-0.000447,-0.022999,-0.000000
0.024000,4.969229,-0.035418,0.000259,-0.000005,0.067951,-0.000482,-0.023999,-0.000000
0.025000,5.099124,-0.036286,0.000298,-0.000005,0.073050,-0.000519,-0.024999,-0.000000
0.026000,5.221719,-0.036274,0.000353,-0.000016,0.078271,-0.000555,-0.025998,-0.000000
