t,fx,fy,x,y,x_dot,y_dot,wx,wy
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.001000,0.001033,-0.001164,-0.000008,0.000009,0.000001,-0.000001,-0.001000,0.000000
0.002000,0.301944,-0.103429,-0.000008,-0.000001,0.000303,-0.000105,-0.002000,0.000000
0.003000,0.591177,-0.202541,-0.000004,-0.000003,0.000896,-0.000303,-0.003000,0.000000
0.004000,0.871222,-0.298332,-0.000009,-0.000008,0.001771,-0.000587,-0.004000,-0.000000
0.005000,1.140270,-0.392635,-0.000014,0.000008,0.002921,-0.000954,-0.005000,0.000000
0.006000,1.398340,-0.480651,-0.000006,-0.000008,0.004333,-0.001390,-0.006000,-0.000000
0.007000,1.646888,-0.568482,-0.000004,0.000002,0.006001,-0.001894,-0.007000,0.000000
0.008000,1.887303,-0.653323,-0.000008,0.000002,0.007917,-0.002457,-0.008000,0.000000
0.009000,2.118162,-0.736128,-0.000009,0.000005,0.010072,-0.003075,-0.009000,0.000000
0.010000,2.340475,-0.816105,-0.000009,-0.000000,0.012458,-0.003740,-0.010000,0.000000
0.011000,2.554445,-0.894789,-0.000012,-0.000001,0.015069,-0.004447,-0.011000,0.000000
0.012000,2.758301,-0.971376,-0.000001,0.000001,0.017894,-0.005193,-0.012000,0.000000
0.013000,2.954058,-1.044532,0.000015,-0.000019,0.020926,-0.005969,-0.013000,0.000000
0.014000,3.143239,-1.119648,0.000018,-0.000007,0.024159,-0.006775,-0.014000,0.000000
0.015000,3.324186,-1.190942,0.000033,-0.000021,0.027584,-0.007603,-0.015000,-0.000000
0.016000,3.498521,-1.263040,0.000042,-0.000018,0.031197,-0.008453,-0.016000,-0.000000
0.017000,3.663861,-1.333076,0.000066,-0.000020,0.034988,-0.009318,-0.017000,-0.000000
0.018000,3.823070,-1.402165,0.000088,-0.000026,0.038950,-0.010195,-0.018000,-0.000000
0.019000,3.977678,-1.470275,0.000102,-0.000044,0.043081,-0.011081,-0.019000,-0.000000
0.020000,4.123862,-1.538159,0.000129,-0.000051,0.047371,-0.011973,-0.020000,-0.000000
0.021000,4.265549,-1.606005,0.000148,-0.000060,0.051816,-0.012868,-0.021000,-0.000000
0.022000,4.400805,-1.673498,0.000171,-0.000068,0.056410,-0.013765,-0.022000,-0.000000
0.023000,4.527038,-1.738185,0.000222,-0.000091,0.061144,-0.014657,-0.023000,-0.000000
0.024000,4.651853,-1.805046,0.000246,-0.000105,0.066015,-0.015545,-0.023999,-0.000000
0.025000,4.768472,-1.870333,0.000293,-0.000125,0.071017,-0.016425,-0.024999,-0.000000
0.026000,4.883040,-1.937964,0.000319,-0.000131,0.076146,-0.017297,-0.025999,-0.000001
