t,fx,fy,x,y,x_dot,y_dot,wx,wy
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.001000,0.001208,-0.000288,-0.000008,-0.000002,0.000001,-0.000000,-0.001000,-0.000000
0.002000,0.301226,-0.106586,-0.000010,-0.000015,0.000302,-0.000107,-0.002000,-0.000000
0.003000,0.589214,-0.210725,-0.000010,-0.000006,0.000893,-0.000313,-0.003000,-0.000000
0.004000,0.864898,-0.308712,0.000006,-0.000016,0.001763,-0.000608,-0.004000,-0.000000
0.005000,1.132720,-0.406208,0.000002,-0.000006,0.002905,-0.000988,-0.005000,-0.000000
0.006000,1.390286,-0.500418,0.000001,0.000003,0.004310,-0.001445,-0.006000,-0.000000
0.007000,1.638445,-0.590899,-0.000000,0.000002,0.005970,-0.001971,-0.007000,-0.000000
0.008000,1.876327,-0.677276,0.000008,-0.000011,0.007876,-0.002559,-0.008000,-0.000000
0.009000,2.107490,-0.763824,-0.000003,-0.000007,0.010022,-0.003205,-0.009000,-0.000000
0.010000,2.328206,-0.847079,-0.000001,-0.000009,0.012398,-0.003901,-0.010000,-0.000000
0.011000,2.540239,-0.928010,0.000004,-0.000014,0.014997,-0.004643,-0.011000,-0.000000
0.012000,2.743216,-1.006715,0.000015,-0.000020,0.017810,-0.005425,-0.012000,-0.000000
0.013000,2.940445,-1.085143,0.000011,-0.000022,0.020831,-0.006243,-0.013000,-0.000000
0.014000,3.125728,-1.161447,0.000034,-0.000014,0.024051,-0.007092,-0.014000,-0.000000
0.015000,3.306870,-1.236482,0.000040,-0.000019,0.027464,-0.007968,-0.015000,-0.000000
0.016000,3.478011,-1.310099,0.000063,-0.000016,0.031062,-0.008866,-0.016000,-0.000000
0.017000,3.644779,-1.381483,0.000076,-0.000037,0.034839,-0.009782,-0.017000,-0.000000
0.018000,3.803707,-1.453637,0.000093,-0.000037,0.038790,-0.010713,-0.018000,-0.000000
0.019000,3.955006,-1.523519,0.000121,-0.000049,0.042905,-0.011654,-0.019000,-0.000000
0.020000,4.101531,-1.593435,0.000141,-0.000061,0.047182,-0.012604,-0.020000,-0.000000
0.021000,4.241260,-1.663357,0.000166,-0.000065,0.051612,-0.013560,-0.021000,-0.000000
0.022000,4.374719,-1.730077,0.000200,-0.000097,0.056190,-0.014516,-0.021999,-0.000000
0.023000,4.502893,-1.798702,0.000230,-0.000108,0.060911,-0.015472,-0.022999,-0.000000
0.024000,4.626189,-1.866903,0.000259,-0.000124,0.065769,-0.016425,-0.023999,-0.000001
0.025000,4.744301,-1.934183,0.000291,-0.000149,0.070760,-0.017372,-0.024999,-0.000001
0.026000,4.854862,-2.001390,0.000339,-0.000165,0.075875,-0.018312,-0.025999,-0.000001
