t,fx,fy,x,y,x_dot,y_dot,wx,wy
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.001000,-0.002040,0.000048,0.000013,0.000005,-0.000002,0.000000,-0.001000,0.000000
0.002000,0.308549,-0.077577,0.000000,-0.000000,0.000307,-0.000078,-0.002000,0.000000
0.003000,0.605709,-0.152366,0.000000,0.000001,0.000913,-0.000225,-0.003000,0.000000
0.004000,0.892103,-0.224980,-0.000001,0.000005,0.001809,-0.000437,-0.004000,0.000000
0.005000,1.165682,-0.293769,0.000013,-0.000000,0.002981,-0.000703,-0.005000,0.000000
0.006000,1.433640,-0.361301,-0.000001,-0.000010,0.004425,-0.001020,-0.006000,0.000000
0.007000,1.689813,-0.427307,-0.000004,-0.000010,0.006130,-0.001381,-0.007000,-0.000000
0.008000,1.933418,-0.491690,0.000011,-0.000001,0.008085,-0.001780,-0.008000,-0.000000
0.009000,2.168703,-0.554907,0.000021,0.000009,0.010280,-0.002214,-0.009000,0.000000
0.010000,2.397579,-0.615649,0.000017,-0.000002,0.012711,-0.002676,-0.010000,0.000000
0.011000,2.618196,-0.675931,0.000011,-0.000007,0.015369,-0.003161,-0.011000,0.000000
0.012000,2.828899,-0.735722,0.000014,-0.000002,0.018245,-0.003666,-0.012000,0.000000
0.013000,3.032687,-0.792921,0.000013,-0.000020,0.021333,-0.004185,-0.013000,-0.000000
0.014000,3.224233,-0.850465,0.000039,-0.000015,0.024620,-0.004716,-0.014000,-0.000000
0.015000,3.411207,-0.909022,0.000046,-0.000000,0.028102,-0.005255,-0.015000,-0.000000
0.016000,3.589421,-0.963893,0.000068,-0.000018,0.031770,-0.005798,-0.016000,-0.000000
0.017000,3.760857,-1.020909,0.000086,-0.000010,0.035618,-0.006342,-0.017000,-0.000000
0.018000,3.925694,-1.076518,0.000106,-0.000015,0.039639,-0.006884,-0.018000,-0.000000
0.019000,4.084600,-1.131700,0.000125,-0.000027,0.043827,-0.007422,-0.019000,-0.000000
0.020000,4.236195,-1.187560,0.000150,-0.000028,0.048174,-0.007952,-0.020000,-0.000000
0.021000,4.385904,-1.244195,0.000150,-0.000034,0.052679,-0.008473,-0.020999,-0.000000
0.022000,4.522179,-1.299530,0.000200,-0.000035,0.057329,-0.008983,-0.021999,-0.000000
0.023000,4.655959,-1.354491,0.000233,-0.000052,0.062119,-0.009477,-0.022999,-0.000000
0.024000,4.784557,-1.411162,0.000265,-0.000055,0.067046,-0.009957,-0.023999,-0.000000
0.025000,4.907351,-1.468759,0.000302,-0.000050,0.072103,-0.010420,-0.024999,-0.000000
0.026000,5.022972,-1.523726,0.000358,-0.000074,0.077282,-0.010862,-0.025998,-0.000000
